radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,650,1,132,30702,0,35.00069,-15.768295,3357,133,1,1459813077,1490075579,0
GSM,650,10,250,1855,0,35.060806274414,-15.874557495117,1000,1,1,1291131484,1291131484,0
UMTS,650,10,7508,74258,0,33.918228,-9.946747,1000,4,1,1361138750,1361138750,0
GSM,650,1,118,41032,0,35.085525512695,-15.844345092773,1000,3,1,1361378888,1361378888,0
GSM,650,10,2508,9033,0,34.994888305664,-15.767440795898,1000,9,1,1361402790,1361636386,0
GSM,650,10,2508,9482,0,35.073165893555,-15.825119018555,1000,4,1,1361537590,1361537590,0
GSM,650,10,2508,8001,0,35.073165893555,-15.825119018555,1000,1,1,1361537640,1361537640,0
GSM,650,10,250,2913,0,34.999736,-15.766459,1000,51,1,1361908596,1487386621,0
UMTS,650,10,6008,73858,0,33.750687,-13.936386,1000,3,1,1362401818,1381598665,0
GSM,650,10,900,3146,0,33.750686645508,-13.93684387207,1000,1,1,1362382144,1362382144,0
GSM,650,10,950,3683,0,33.750686645508,-13.93684387207,1000,1,1,1362382279,1362382279,0
UMTS,650,10,6008,74067,0,33.769913,-13.952866,1000,3,1,1362469200,1438434502,0
GSM,650,10,900,4661,0,33.772659301758,-13.950576782227,1000,1,1,1362450849,1362450849,0
GSM,650,10,2508,8483,0,35.022354125977,-15.815505981445,1000,1,1,1362900297,1362900297,0
GSM,650,10,950,55011,0,33.782272338867,-13.984909057617,1000,2,1,1363101081,1363101081,0
UMTS,650,10,6008,50594049,0,33.77815246582,-13.939590454102,1000,1,1,1363212445,1363212445,0
UMTS,650,10,6008,74048,0,33.77815246582,-13.939590454102,1000,1,1,1363212506,1363212506,0
GSM,650,1,111,50591,0,33.282394,-9.709167,1000,6,1,1364830729,1364830729,0
GSM,650,10,2508,8143,0,35.013565,-15.804794,1000,5,1,1364976850,1382958523,0
GSM,650,10,2508,9323,0,35.011367797852,-15.808639526367,1000,2,1,1364957230,1364957230,0
GSM,650,10,2508,8093,0,35.02565,-15.8004,1000,5,1,1365082489,1382958402,0
UMTS,650,10,7008,75488,0,34.018478393555,-11.436080932617,1000,2,1,1365344035,1365344035,0
UMTS,650,10,7008,74367,0,34.018478393555,-11.436080932617,1000,3,1,1365344218,1365344218,0
GSM,650,10,2508,9253,0,35.010452,-15.789871,1678,3,1,1366359017,1373359759,0
GSM,650,10,2508,8433,0,35.022011,-15.793104,1239,16,1,1366359075,1404874765,0
GSM,650,1,118,41282,0,35.012741,-15.809326,1000,2,1,1366350045,1366350045,0
GSM,650,1,118,41281,0,35.011826,-15.807724,1000,3,1,1366350226,1366350226,0
GSM,650,10,2508,9313,0,35.027847290039,-15.823745727539,1000,4,1,1366370654,1366370654,0
GSM,650,10,2508,9663,0,35.00862121582,-15.82649230957,1000,1,1,1366538022,1366538022,0
GSM,650,1,118,40581,0,35.005874633789,-15.831985473633,1000,5,1,1366803293,1366803293,0
GSM,650,10,720,3272,0,33.693554,-13.065079,16090,5,1,1366828636,1408114933,0
UMTS,650,1,113,171253,0,33.759476,-13.936569,1000,5,1,1366830204,1435220449,0
UMTS,650,10,6008,73857,0,33.774349,-13.943816,1703,13,1,1367321571,1381165191,0
GSM,650,10,900,3203,0,33.7856,-13.937701,1960,50,1,1367321690,1523365498,0
UMTS,650,10,6008,74168,0,33.776932,-14.186783,1000,9,1,1367411722,1367411722,0
UMTS,650,10,7508,74248,0,33.676528,-9.999394,13564,6,1,1368271335,1368271335,0
UMTS,650,1,113,171344,0,33.804244995117,-13.997268676758,1000,2,1,1368456245,1368456245,0
UMTS,650,1,113,171314,0,33.804244995117,-13.997268676758,1000,1,1,1368456305,1368456305,0
GSM,650,10,2508,8492,0,35.025100708008,-15.816879272461,1000,2,1,1368869996,1368869996,0
GSM,650,10,250,2892,0,35.021896,-15.676346,1799,3,1,1369388608,1449136199,0
UMTS,650,10,6008,73769,0,33.767166,-14.004135,1000,3,1,1369520677,1424993260,0
UMTS,650,10,6008,74499,0,33.769914,-13.980789,5106,3,1,1369520746,1421665248,0
UMTS,650,10,6008,75378,0,33.767853,-14.005508,1000,2,1,1369520815,1424993140,0
UMTS,650,10,6008,75207,0,33.768311,-13.985062,1000,18,1,1369559099,1443176895,0
UMTS,650,10,6008,73748,0,33.767166,-13.984394,1000,8,1,1369559220,1445792591,0
UMTS,650,10,6008,74928,0,33.768664,-13.983036,1000,11,1,1369572384,1445819385,0
GSM,650,10,150,1601,0,34.81636,-16.039902,1000,5,1,1369630138,1369630138,0
UMTS,650,10,6008,74458,0,33.791991,-13.93864,1000,13,1,1369726970,1436334462,0
UMTS,650,10,6008,74618,0,33.79012,-13.926054,1000,7,1,1369728458,1410853532,0
GSM,650,1,116,11021,0,35.110244750977,-16.576309204102,1000,5,1,1370170336,1370170336,0
GSM,650,1,117,30183,0,35.026473999023,-15.800399780273,1000,5,1,1370258670,1370258670,0
UMTS,650,10,6008,74128,0,33.741073608398,-13.92448425293,1000,1,1,1370612754,1370612754,0
GSM,650,1,118,40123,0,34.989395,-15.769157,1000,4,1,1370697332,1370697332,0
GSM,650,1,118,40593,0,34.989395141602,-15.768814086914,1000,2,1,1370713347,1370713347,0
GSM,650,10,2508,9802,0,35.060806274414,-15.874557495117,1000,15,1,1371146030,1371303865,0
GSM,650,10,900,3892,0,33.765793,-13.942337,3516,3,1,1371199472,1474122749,0
GSM,650,10,900,3813,0,33.758926391602,-13.917617797852,1000,1,1,1371179716,1371179716,0
GSM,650,10,900,3582,0,33.758926391602,-13.917617797852,1000,2,1,1371179835,1371179835,0
GSM,650,10,2508,8481,0,35.025100708008,-15.815505981445,1000,5,1,1371661065,1371661065,0
GSM,650,10,2508,8142,0,35.022354125977,-15.80451965332,1000,3,1,1372055723,1372055723,0
GSM,650,10,2508,9021,0,35.016860961914,-15.763320922852,1000,1,1,1372351662,1372351662,0
GSM,650,10,2508,9813,0,35.004501,-15.787766,1000,5,1,1372431121,1372431121,0
GSM,650,10,2508,8641,0,35.033340454102,-15.790786743164,1000,1,1,1372646252,1372646252,0
UMTS,650,10,6008,73758,0,33.794632,-13.960533,1000,4,1,1373040671,1438044440,0
GSM,650,10,930,4104,0,33.797104,-13.959641,1000,5,1,1373040906,1480316389,0
UMTS,650,10,6008,74107,0,33.787765,-13.96843,1000,2,1,1373044249,1439276586,0
GSM,650,10,930,3785,0,33.775994,-13.954501,1702,7,1,1373044311,1438434502,0
GSM,650,10,930,3821,0,33.787308,-13.966599,1000,3,1,1373044371,1480316389,0
UMTS,650,10,6008,74109,0,33.779697,-13.972206,1000,8,1,1373044429,1443396676,0
UMTS,650,1,113,172165,0,33.776779174805,-13.945083618164,1000,3,1,1373258274,1373258274,0
UMTS,650,1,113,172164,0,33.776216,-13.944131,1000,9,1,1373263109,1532589737,0
GSM,650,10,900,3642,0,33.774229,-13.948615,1018,7,1,1373272417,1474122749,0
GSM,650,10,930,3903,0,33.77109,-13.958326,2349,14,1,1373277993,1490004348,0
GSM,650,1,124,30873,0,35.00845,-15.764694,1000,8,1,1373305224,1373456360,0
UMTS,650,10,6008,73757,0,33.793259,-13.958645,1000,8,1,1373557288,1442838170,0
GSM,650,10,2508,8072,0,34.994888305664,-15.775680541992,1000,1,1,1373778278,1373778278,0
UMTS,650,10,6008,73749,0,33.759613,-13.984909,1000,2,1,1374182266,1445819429,0
UMTS,650,10,6008,74779,0,33.748627,-13.982849,2034,4,1,1374182329,1445401756,0
GSM,650,10,930,3032,0,33.744804,-13.983348,6670,25,1,1374182504,1523441316,0
GSM,650,10,2508,9461,0,34.977035522461,-15.772933959961,1000,1,1,1374747341,1374747341,0
GSM,650,10,2508,9322,0,35.015487670898,-15.810012817383,1000,1,1,1375369430,1375369430,0
GSM,650,1,114,60573,0,33.754543,-13.992376,1752,20,1,1375700924,1523496601,0
GSM,650,10,2508,9303,0,35.012054,-15.78804,1000,4,1,1376054453,1383132117,0
GSM,650,10,2508,8041,0,35.006561,-15.787354,1000,2,1,1376054631,1394507974,0
GSM,650,10,250,1012,0,35.011022,-15.786705,3075,187,1,1376054705,1491891658,0
GSM,650,10,2508,9281,0,35.00845,-15.712337,1000,8,1,1376078023,1408261574,0
GSM,650,10,2508,9632,0,35.008774,-15.712814,1879,9,1,1376078143,1408261689,0
GSM,650,10,250,5562,0,35.007248,-15.734482,4895,3,1,1376078274,1447504517,0
GSM,650,10,520,2093,0,34.882401,-14.940597,11047,78,1,1376224574,1386798969,0
GSM,650,10,520,52022,0,34.871824,-14.942291,18996,49,1,1376227331,1386799281,0
GSM,650,10,6008,9392,0,33.768539428711,-13.98078918457,1000,1,1,1376375885,1376375885,0
UMTS,650,10,6008,75209,0,33.767166,-13.986435,1000,9,1,1376399799,1435138139,0
GSM,650,10,150,5423,0,35.318298,-15.396309,1033,8,1,1376769126,1471936734,0
UMTS,650,1,112,105605,0,34.99855,-15.794449,1037,6,1,1376844108,1432731447,0
UMTS,650,10,6008,75227,0,33.746567,-14.000244,2910,6,1,1377155701,1424993140,0
UMTS,650,1,113,172014,0,33.929214477539,-9.9378204345703,1000,5,1,1377372548,1379853548,0
UMTS,650,1,112,105609,0,35.017204,-15.79525,1000,8,1,1377421712,1420762327,0
UMTS,650,1,112,105907,0,35.338211,-15.386124,1000,3,1,1378039397,1378039397,0
UMTS,650,10,6008,74287,0,33.796005249023,-13.984909057617,1000,4,1,1378118759,1378118759,0
UMTS,650,1,113,172374,0,33.77815246582,-13.991775512695,1000,6,1,1378392519,1381312318,0
UMTS,650,1,113,171275,0,33.780899047852,-13.989028930664,1000,3,1,1378383094,1378383094,0
GSM,650,1,114,60373,0,33.775561,-13.985531,1000,3,1,1378403014,1523426433,0
GSM,650,10,2508,8473,0,35.064789,-15.853958,1000,10,1,1378553675,1378553675,0
GSM,650,10,2508,9801,0,35.058648,-15.855135,1000,7,1,1378571789,1406581204,0
UMTS,650,1,112,106219,0,34.955063,-14.982418,1000,11,1,1379420596,1384965992,0
GSM,650,1,109,31101,0,35.014664,-15.806717,1000,5,1,1379948160,1482183480,0
GSM,650,1,109,30621,0,35.006582,-15.789444,1785,32,1,1379948346,1487281053,0
GSM,650,10,2508,8062,0,35.006071,-15.784313,1000,7,1,1380188832,1452063510,0
UMTS,650,10,6008,73818,0,33.748506,-13.955343,1417,17,1,1380349252,1433266858,0
UMTS,650,10,6008,74899,0,33.747025,-13.969345,1000,6,1,1380987254,1439911336,0
UMTS,650,10,6008,73839,0,33.74382,-13.971405,1124,6,1,1380987357,1443176895,0
GSM,650,10,930,4113,0,33.74691,-13.972893,1000,4,1,1380988306,1392377605,0
UMTS,650,10,6008,73789,0,33.806305,-13.890495,1000,8,1,1381136047,1381316245,0
UMTS,650,10,6008,75259,0,33.705368041992,-14.017868041992,1000,1,1,1382370107,1382370107,0
UMTS,650,10,6008,75268,0,33.707291,-14.018417,1000,10,1,1382389970,1408260875,0
UMTS,650,1,113,172275,0,33.705368041992,-14.017868041992,1000,1,1,1382370674,1382370674,0
UMTS,650,1,113,172254,0,33.705368041992,-14.017868041992,1000,1,1,1382370855,1382370855,0
UMTS,650,10,6008,75269,0,33.705368041992,-14.017868041992,1000,1,1,1382454848,1382454848,0
GSM,650,10,2508,8003,0,35.059432983398,-15.85807800293,1000,1,1,1382629635,1382629635,0
UMTS,650,10,6008,74577,0,33.816261,-13.997063,1000,20,1,1382719031,1421047156,0
UMTS,650,10,6008,74578,0,33.817977905273,-13.998641967773,1000,9,1,1382719268,1401653845,0
GSM,650,10,2508,9301,0,35.015487670898,-15.786666870117,1000,5,1,1382822994,1382822994,0
GSM,650,10,2508,9331,0,34.99626159668,-15.783920288086,1000,1,1,1382923621,1382923621,0
GSM,650,10,2508,8131,0,35.011367797852,-15.793533325195,1000,1,1,1382958584,1382958584,0
GSM,650,10,2508,9812,0,35.007836,-15.792356,2749,7,1,1382978442,1400321298,0
GSM,650,10,2508,8133,0,35.007247924805,-15.789413452148,1000,2,1,1382959420,1382959420,0
GSM,650,10,2508,9272,0,34.986648,-15.778084,2539,4,1,1382980803,1399939623,0
GSM,650,10,2508,8073,0,34.985876,-15.785723,2740,16,1,1382980923,1430430137,0
GSM,650,10,2508,9302,0,35.014114379883,-15.788040161133,1000,1,1,1383132060,1383132060,0
GSM,650,10,2508,8063,0,35.012283,-15.78804,1000,3,1,1383132297,1383132297,0
GSM,650,10,2508,8023,0,35.05256652832,-15.800399780273,1000,3,1,1383224577,1383224577,0
GSM,650,10,2508,9211,0,35.053848,-15.801132,1000,15,1,1383244421,1413726851,0
UMTS,650,1,112,106547,0,35.024002,-15.728165,1000,5,1,1383996564,1430703486,0
UMTS,650,1,112,77087,0,35.052567,-15.726244,2956,2,1,1383996621,1440376828,0
GSM,650,10,2508,8092,0,35.028706,-15.800663,1000,2,1,1384134873,1384134873,0
GSM,650,10,2508,8463,0,35.029221,-15.769501,1000,4,1,1384212502,1384212502,0
GSM,650,10,2008,8152,0,35.269546508789,-14.482040405273,1000,7,1,1384557370,1384557370,0
UMTS,650,1,112,105608,0,35.021324,-15.797997,1000,4,1,1384827665,1384827665,0
UMTS,650,1,112,105977,0,35.022354,-15.79834,1000,2,1,1384827595,1384827595,0
UMTS,650,10,150,2989376,0,34.758682250977,-15.891036987305,1000,29,1,1385567635,1385567635,0
UMTS,650,10,2508,2868944,0,35.016860961914,-15.785293579102,1000,2,1,1386226564,1386226564,0
UMTS,650,10,2508,2880023,0,35.016860961914,-15.785293579102,1000,1,1,1386226772,1386226772,0
UMTS,650,10,6008,2338862,0,33.791885375977,-13.938217163086,1000,33,1,1386401076,1386814219,0
UMTS,650,10,6008,3028283,0,33.747940063477,-13.984909057617,1000,4,1,1386450273,1386450273,0
UMTS,650,10,6008,2854681,0,33.747940063477,-13.984909057617,1000,1,1,1386450105,1386450105,0
UMTS,650,10,6008,3030707,0,33.782272338867,-13.987655639648,1000,9,1,1386516461,1386516461,0
GSM,650,10,260,54152,0,32.80953,-13.759871,9556,264,1,1386727450,1523507967,0
GSM,650,10,260,3603,0,32.816613,-13.763629,13723,299,1,1386727450,1523507967,0
GSM,650,10,260,4153,0,32.823346,-13.766694,10980,240,1,1386727450,1523244912,0
GSM,650,10,260,4682,0,32.893281,-13.795618,4622,63,1,1386727450,1523245554,0
GSM,650,10,260,54113,0,33.009194,-13.81711,11044,96,1,1386727456,1523506897,0
GSM,650,10,260,3613,0,33.014195,-13.82104,13836,139,1,1386727456,1523506487,0
GSM,650,10,260,3612,0,33.09882,-13.877645,21086,171,1,1386727456,1523506487,0
GSM,650,10,260,55921,0,33.060377,-13.852627,15537,116,1,1386727456,1393002245,0
GSM,650,10,260,3632,0,33.178004,-13.927255,15307,105,1,1386727456,1523505780,0
GSM,650,10,260,3631,0,33.22918,-13.945532,11885,71,1,1386727456,1392902167,0
GSM,650,10,230,54043,0,33.213157,-13.948072,32649,122,1,1386727456,1523246742,0
GSM,650,10,230,54033,0,33.291328,-13.992496,13500,65,1,1386727473,1392901872,0
GSM,650,10,230,3323,0,33.328661,-14.008942,21516,81,1,1386727473,1523247847,0
GSM,650,10,230,3322,0,33.391323,-14.022139,10584,69,1,1386727473,1523247847,0
GSM,650,10,230,3063,0,33.361462,-14.006485,37568,131,1,1386727473,1392900623,0
GSM,650,10,230,3061,0,33.50386,-14.015174,13822,87,1,1386727483,1464702987,0
GSM,650,10,230,3353,0,33.575689,-14.000224,12180,88,1,1386727483,1413942782,0
GSM,650,10,230,54053,0,33.564854,-13.999525,9559,53,1,1386727484,1464702987,0
GSM,650,10,230,3173,0,33.682947,-13.987313,6413,52,1,1386727484,1426729381,0
GSM,650,10,930,3342,0,33.685427,-13.985204,11784,53,1,1386727484,1523249613,0
GSM,650,10,930,3683,0,33.732692,-13.978915,3160,66,1,1386727489,1545825980,0
GSM,650,10,930,3851,0,33.780072,-13.974358,2908,28,1,1386727489,1523502555,0
GSM,650,10,930,3912,0,33.78273,-13.995895,1000,9,1,1386727489,1456144413,0
GSM,650,10,950,3971,0,33.78685,-14.019928,1000,6,1,1386727489,1457930141,0
GSM,650,10,950,3331,0,33.801684,-14.049226,20489,30,1,1386727489,1434372487,0
GSM,650,10,950,3333,0,33.787466,-14.054917,32259,37,1,1386727489,1392376407,0
GSM,650,10,260,4151,0,32.871227,-13.792573,9480,104,1,1386727584,1523506897,0
GSM,650,10,260,54151,0,32.799765,-13.753466,8836,256,1,1386727584,1523507967,0
GSM,650,10,260,3601,0,32.908266,-13.796567,15305,110,1,1386727584,1523506897,0
GSM,650,10,260,3602,0,32.897979,-13.79824,16690,92,1,1386727584,1523245554,0
GSM,650,10,260,4152,0,32.913247,-13.798078,13013,84,1,1386727584,1523244912,0
GSM,650,10,260,4681,0,32.916023,-13.793668,11454,23,1,1386727584,1392554608,0
GSM,650,10,260,55923,0,33.051904,-13.846648,16660,138,1,1386727584,1393020702,0
GSM,650,10,260,51163,0,33.026059,-13.82715,15497,68,1,1386727584,1523506897,0
GSM,650,10,260,3611,0,33.035049,-13.828858,9493,99,1,1386727585,1523506487,0
GSM,650,10,260,55922,0,33.170313,-13.926565,21406,140,1,1386727585,1392903071,0
GSM,650,10,260,3633,0,33.139215,-13.910842,34580,76,1,1386727585,1523505780,0
GSM,650,10,260,51162,0,33.200758,-13.937275,29018,85,1,1386727585,1523505780,0
GSM,650,10,230,54041,0,33.219478,-13.949755,21172,93,1,1386727585,1523246742,0
GSM,650,10,230,54042,0,33.301402,-13.995303,14618,83,1,1386727585,1392901569,0
GSM,650,10,950,3332,0,33.816269,-14.066638,7214,41,1,1386727605,1422325799,0
GSM,650,10,230,3321,0,33.359717,-14.016062,10284,106,1,1386727710,1523247847,0
GSM,650,10,230,54032,0,33.395185,-14.022043,8575,53,1,1386727710,1392900623,0
GSM,650,10,230,54031,0,33.318834,-14.00435,12931,13,1,1386727710,1392370780,0
GSM,650,10,230,3062,0,33.458619,-14.023652,9388,62,1,1386727710,1392900024,0
GSM,650,10,230,4783,0,33.44719,-14.020621,8615,3,1,1386727710,1392185546,0
GSM,650,10,230,3443,0,33.495026,-14.023133,3366,6,1,1386727710,1392375808,0
GSM,650,10,240,4203,0,33.527118,-14.014213,15220,15,1,1386727710,1392526243,0
GSM,650,10,230,3793,0,33.651185,-13.993045,18786,48,1,1386727710,1422683772,0
GSM,650,10,230,3351,0,33.612671,-13.989317,8385,24,1,1386727710,1464702987,0
GSM,650,10,240,4202,0,33.867386,-13.954254,35849,8,1,1386727710,1533557789,0
GSM,650,10,230,54052,0,33.596955,-13.99904,45824,68,1,1386727710,1464702987,0
GSM,650,10,230,54051,0,33.576439,-13.992387,12461,52,1,1386727710,1464783564,0
GSM,650,10,230,3043,0,33.663875,-13.990208,7970,14,1,1386727710,1460017108,0
GSM,650,10,230,55433,0,33.656101,-13.99212,6843,32,1,1386727710,1460017108,0
GSM,650,10,230,55431,0,33.688307,-13.98587,36685,69,1,1386727710,1460017108,0
GSM,650,10,230,55432,0,33.680187,-14.002308,14529,18,1,1386727710,1392545152,0
GSM,650,10,930,4112,0,33.753502,-13.974178,1483,35,1,1386727710,1523502823,0
GSM,650,10,930,3681,0,33.752336,-13.9731,4805,46,1,1386727710,1523502823,0
GSM,650,10,930,4111,0,33.757642,-13.970869,3167,28,1,1386727710,1523502823,0
GSM,650,10,930,55013,0,33.774817,-13.976882,1000,19,1,1386727710,1523500013,0
GSM,650,10,930,3882,0,33.780376,-13.976032,2928,10,1,1386727710,1523356225,0
GSM,650,10,930,3823,0,33.78099,-13.973952,2801,8,1,1386727710,1523499789,0
GSM,650,10,930,3754,0,33.783302,-13.997612,1000,8,1,1386727710,1456144413,0
GSM,650,10,930,3911,0,33.782665,-13.995699,1000,7,1,1386727710,1443263328,0
GSM,650,10,930,3756,0,33.780899047852,-13.997268676758,1000,1,1,1386582532,1386582532,0
GSM,650,10,950,3012,0,33.78685,-14.01619,1494,9,1,1386727710,1459820451,0
GSM,650,10,950,3972,0,33.790021,-14.034151,2593,14,1,1386727710,1472707141,0
GSM,650,10,950,4713,0,33.787766,-14.022576,1000,7,1,1386727710,1457930141,0
GSM,650,10,950,3775,0,33.792082,-14.031993,2616,7,1,1386727710,1459820451,0
GSM,650,10,950,4712,0,33.789688,-14.03627,1450,5,1,1386727710,1391497083,0
GSM,650,10,950,55273,0,33.810081,-14.059182,5093,12,1,1386727710,1457930141,0
GSM,650,10,950,4122,0,33.795731,-14.029404,3061,5,1,1386727710,1459820451,0
GSM,650,10,950,3091,0,33.80012512207,-14.059066772461,1000,11,1,1386599235,1386599235,0
GSM,650,10,230,3161,0,33.797035,-14.053116,5775,12,1,1386727710,1424993140,0
GSM,650,10,950,3093,0,33.791711,-14.04997,10364,8,1,1386727710,1392200871,0
GSM,650,10,230,3182,0,33.794842,-14.055476,8350,13,1,1386727710,1458092852,0
GSM,650,10,230,3441,0,33.738876,-14.063748,13414,5,1,1386727830,1441528814,0
GSM,650,10,950,4002,0,33.828619,-14.062158,4432,4,1,1386727955,1457930141,0
GSM,650,10,950,54061,0,33.837032,-14.07632,4220,16,1,1386727966,1422325100,0
GSM,650,10,550,3703,0,33.867103,-14.077921,7043,22,1,1386727966,1434372487,0
GSM,650,10,550,3523,0,33.877389,-14.004901,31780,35,1,1386727966,1392531945,0
GSM,650,10,550,4173,0,34.310049,-14.385043,4793,19,1,1386727971,1391687126,0
GSM,650,10,150,5263,0,34.850389,-15.439475,8473,77,1,1386728018,1386748575,0
GSM,650,10,950,55172,0,33.805618,-14.056733,3716,10,1,1386728075,1457930141,0
GSM,650,10,550,4623,0,33.790518,-14.156571,10360,2,1,1386728075,1489298634,0
GSM,650,10,550,3514,0,34.252144,-14.339646,57031,21,1,1386728075,1391687126,0
GSM,650,10,950,54062,0,33.873784,-14.083912,5442,11,1,1386728201,1391682488,0
GSM,650,10,950,54063,0,33.842925,-14.07715,6507,12,1,1386728201,1391682488,0
GSM,650,10,550,3701,0,33.92059,-13.981314,26161,21,1,1386728201,1484351404,0
GSM,650,10,550,55853,0,33.906555,-14.088939,7375,4,1,1386728201,1389870015,0
GSM,650,10,550,55851,0,33.942835,-14.076125,35245,24,1,1386728201,1458036980,0
GSM,650,10,550,3521,0,33.998655,-14.110964,22620,14,1,1386728201,1391683392,0
GSM,650,10,550,3522,0,34.067765,-14.160373,25460,21,1,1386728201,1439276579,0
GSM,650,10,550,4621,0,33.939227,-14.078013,44641,13,1,1386728201,1391683694,0
GSM,650,10,550,3702,0,33.947409,-14.087221,5876,16,1,1386728201,1391683392,0
GSM,650,10,550,4171,0,34.306003,-14.38225,8259,27,1,1386728201,1391687126,0
GSM,650,10,550,3513,0,34.26329,-14.358014,14971,22,1,1386728201,1391686410,0
GSM,650,10,550,3512,0,34.24869,-14.332976,86021,30,1,1386728201,1391851292,0
GSM,650,10,550,3511,0,34.357957,-14.416985,37043,37,1,1386728201,1391686713,0
GSM,650,10,550,4172,0,34.327843,-14.39028,7098,22,1,1386728201,1391687126,0
GSM,650,10,150,5261,0,34.850187,-15.436533,18091,76,1,1386728201,1386748571,0
GSM,650,10,520,2103,0,34.85215,-15.329797,26972,19,1,1386728201,1386750983,0
GSM,650,10,150,1521,0,34.869575,-15.437508,3240,4,1,1386728694,1386745082,0
GSM,650,10,150,5262,0,34.85699,-15.442943,8593,41,1,1386728694,1386748275,0
GSM,650,10,520,3543,0,34.79097,-14.881623,36462,47,1,1386728787,1386803658,0
GSM,650,10,520,3541,0,34.545819,-14.686891,12225,6,1,1386728787,1386803942,0
GSM,650,10,550,56112,0,34.508366,-14.558946,11335,11,1,1386728787,1391489570,0
GSM,650,10,550,3552,0,34.477843,-14.528275,4954,6,1,1386728792,1391489566,0
GSM,650,10,550,3551,0,34.451624,-14.489717,12561,17,1,1386728792,1391490169,0
GSM,650,10,550,55812,0,34.444828,-14.476654,12967,13,1,1386728792,1391490165,0
GSM,650,10,550,56063,0,34.398879,-14.412877,6177,11,1,1386728792,1391490768,0
GSM,650,10,550,56052,0,34.348754,-14.394839,8090,10,1,1386728792,1391491080,0
GSM,650,10,550,3592,0,34.183576,-14.311448,5129,18,1,1386728797,1391685199,0
GSM,650,10,550,3942,0,34.122571,-14.19127,8993,15,1,1386728797,1439276579,0
GSM,650,10,550,56152,0,34.0898,-14.159686,17723,15,1,1386728802,1413266726,0
GSM,650,10,950,3011,0,33.788086,-14.006318,1924,5,1,1386728807,1546355477,0
GSM,650,10,930,3913,0,33.777869,-13.992313,1000,6,1,1386728807,1523373025,0
GSM,650,10,520,2101,0,34.879529,-15.175003,10344,10,1,1386728942,1386750983,0
GSM,650,10,520,2102,0,34.887598,-15.223274,10068,8,1,1386728942,1386750082,0
GSM,650,10,520,52013,0,34.876207,-15.168458,14483,12,1,1386728942,1386751283,0
GSM,650,10,520,2302,0,34.865509,-14.93912,32923,48,1,1386728942,1386799580,0
GSM,650,10,520,3542,0,34.553274,-14.718836,8784,7,1,1386728942,1386803957,0
GSM,650,10,520,52103,0,34.525681,-14.687576,1106,3,1,1386728942,1386803643,0
GSM,650,10,550,3553,0,34.472727,-14.532853,18023,9,1,1386728942,1391489869,0
GSM,650,10,520,2331,0,34.51676,-14.671364,32724,7,1,1386728942,1386803658,0
GSM,650,10,520,2061,0,34.58286,-14.735427,43240,14,1,1386728942,1386803658,0
GSM,650,10,550,56111,0,34.482243,-14.527199,8983,17,1,1386728942,1391489570,0
GSM,650,10,550,56113,0,34.44793,-14.479203,12418,29,1,1386728942,1391490768,0
GSM,650,10,520,2561,0,34.47439,-14.504479,15282,3,1,1386728942,1386806057,0
GSM,650,10,550,56062,0,34.448741,-14.482128,11575,16,1,1386728942,1391490465,0
GSM,650,10,550,56061,0,34.430188,-14.456956,7766,15,1,1386728942,1391490469,0
GSM,650,10,550,56051,0,34.322047,-14.387791,8499,19,1,1386728942,1391687126,0
GSM,650,10,550,55813,0,34.373245,-14.392777,2564,6,1,1386728942,1391491080,0
GSM,650,10,550,56053,0,34.318867,-14.388657,4297,19,1,1386728942,1391687123,0
GSM,650,10,550,3593,0,34.174441,-14.294882,9172,14,1,1386728942,1391685806,0
GSM,650,10,550,3591,0,34.155412,-14.271627,23150,18,1,1386728942,1391685806,0
GSM,650,10,550,3532,0,34.170739,-14.293558,9507,8,1,1386728942,1391493173,0
GSM,650,10,550,3943,0,34.126769,-14.204637,13063,14,1,1386728942,1439276579,0
GSM,650,10,550,3531,0,34.124461,-14.226487,17467,11,1,1386728942,1391684901,0
GSM,650,10,550,3082,0,34.086877,-14.171693,29989,11,1,1386728942,1391684297,0
GSM,650,10,550,3941,0,34.100701,-14.157831,6775,24,1,1386728942,1439276579,0
GSM,650,10,550,56151,0,34.107282,-14.165498,7565,18,1,1386728942,1439276579,0
GSM,650,10,550,56153,0,34.093748,-14.154684,9903,16,1,1386728942,1391494376,0
GSM,650,10,550,55852,0,34.02191,-14.111254,6458,8,1,1386728942,1391683392,0
GSM,650,10,230,3151,0,33.767598,-14.016298,26814,12,1,1386728942,1458092852,0
GSM,650,10,230,54001,0,33.752745,-14.030231,4212,2,1,1386728942,1408261075,0
GSM,650,10,950,4732,0,33.795318,-14.049454,1188,2,1,1386728942,1391496772,0
GSM,650,10,950,3016,0,33.781929,-14.003792,1001,4,1,1386728942,1441721551,0
GSM,650,10,950,55263,0,33.793259,-14.004478,1000,4,1,1386728942,1463536070,0
GSM,650,10,930,3125,0,33.781815,-13.992233,1000,3,1,1386728942,1456144413,0
GSM,650,10,930,55102,0,33.790244,-13.96176,4151,21,1,1386728942,1533055466,0
GSM,650,10,930,55011,0,33.781939,-13.979808,1000,12,1,1386728942,1547470836,0
GSM,650,10,930,3822,0,33.779355,-13.977527,1003,8,1,1386728942,1523432130,0
GSM,650,10,930,4662,0,33.772984,-13.972256,2444,24,1,1386728942,1523502555,0
